"";"Statistik_Code";"Statistik_Label";"Tabelle";"Jahr";"AGS";"AGS_Label";"Merkmal";"Merkmal_Label";"Anzahl"
"1";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";"221.03"
"2";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";"1827.93"
"3";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";"2116.85"
"4";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";"1412.41"
"5";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";"949.78"
"6";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";"328.49"
"7";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";"2395.59"
"8";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";"2111.41"
"9";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";"1454.59"
"10";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";"1654.2"
"11";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";"297.8"
"12";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";"1651.26"
"13";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2021";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";"2028.56"
"14";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";"221.03"
"15";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";"1827.94"
"16";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";"2116.86"
"17";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";"1412.41"
"18";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";"949.78"
"19";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";"328.48"
"20";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";"2395.6"
"21";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";"2111.41"
"22";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";"1454.59"
"23";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";"1654.19"
"24";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";"297.8"
"25";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";"1651.27"
"26";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2020";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";"2028.56"
"27";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";"221.05"
"28";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";"1827.91"
"29";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";"2116.85"
"30";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";"1412.42"
"31";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";"949.78"
"32";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";"328.48"
"33";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";"2395.6"
"34";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";"2111.41"
"35";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";"1454.59"
"36";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";"1654.19"
"37";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";"297.8"
"38";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";"1651.28"
"39";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2019";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";"2028.56"
"40";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";"221.05"
"41";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";"1827.91"
"42";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";"2116.85"
"43";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";"1412.42"
"44";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";"949.78"
"45";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";"328.48"
"46";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";"2395.61"
"47";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";"2111.41"
"48";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";"1454.59"
"49";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";"1654.19"
"50";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";"297.8"
"51";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";"1651.3"
"52";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";"2028.56"
"53";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";"221.05"
"54";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";"1827.91"
"55";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";"2116.85"
"56";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";"1412.42"
"57";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";"949.79"
"58";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";"328.48"
"59";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";"2395.6"
"60";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";"2111.41"
"61";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";"1454.59"
"62";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";"1654.19"
"63";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";"297.8"
"64";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";"1651.32"
"65";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";"2028.56"
"66";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";"221.05"
"67";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";"1827.9"
"68";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";"2116.85"
"69";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";"1412.43"
"70";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";"949.79"
"71";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";"328.48"
"72";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";"2395.6"
"73";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";"2111.42"
"74";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";"1454.59"
"75";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";"1654.18"
"76";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";"297.8"
"77";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";"1651.32"
"78";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";"2028.56"
"79";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";"221.05"
"80";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";"1827.9"
"81";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";"2116.32"
"82";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";"1412.42"
"83";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";"949.79"
"84";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";"328.48"
"85";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";"2395.6"
"86";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";"2111.42"
"87";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";"1454.59"
"88";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";"1654.18"
"89";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";"297.8"
"90";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";"1651.39"
"91";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";"2028.42"
"92";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Geschlecht";"248563"
"93";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14511";"Chemnitz, kreisfreie Stadt";"männlich";"Geschlecht";"122678"
"94";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14511";"Chemnitz, kreisfreie Stadt";"weiblich";"Geschlecht";"125885"
"95";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14521";"Erzgebirgskreis";"Insgesamt";"Geschlecht";"328850"
"96";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14521";"Erzgebirgskreis";"männlich";"Geschlecht";"160991"
"97";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14521";"Erzgebirgskreis";"weiblich";"Geschlecht";"167859"
"98";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Geschlecht";"300639"
"99";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14522";"Mittelsachsen, Landkreis";"männlich";"Geschlecht";"149223"
"100";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14522";"Mittelsachsen, Landkreis";"weiblich";"Geschlecht";"151416"
"101";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14523";"Vogtlandkreis";"Insgesamt";"Geschlecht";"222666"
"102";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14523";"Vogtlandkreis";"männlich";"Geschlecht";"108488"
"103";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14523";"Vogtlandkreis";"weiblich";"Geschlecht";"114178"
"104";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14524";"Zwickau, Landkreis";"Insgesamt";"Geschlecht";"310838"
"105";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14524";"Zwickau, Landkreis";"männlich";"Geschlecht";"151813"
"106";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14524";"Zwickau, Landkreis";"weiblich";"Geschlecht";"159025"
"107";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Geschlecht";"563311"
"108";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14612";"Dresden, kreisfreie Stadt";"männlich";"Geschlecht";"279338"
"109";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14612";"Dresden, kreisfreie Stadt";"weiblich";"Geschlecht";"283973"
"110";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14625";"Bautzen, Landkreis";"Insgesamt";"Geschlecht";"297711"
"111";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14625";"Bautzen, Landkreis";"männlich";"Geschlecht";"146982"
"112";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14625";"Bautzen, Landkreis";"weiblich";"Geschlecht";"150729"
"113";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14626";"Görlitz, Landkreis";"Insgesamt";"Geschlecht";"249681"
"114";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14626";"Görlitz, Landkreis";"männlich";"Geschlecht";"122032"
"115";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14626";"Görlitz, Landkreis";"weiblich";"Geschlecht";"127649"
"116";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14627";"Meißen, Landkreis";"Insgesamt";"Geschlecht";"241343"
"117";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14627";"Meißen, Landkreis";"männlich";"Geschlecht";"118391"
"118";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14627";"Meißen, Landkreis";"weiblich";"Geschlecht";"122952"
"119";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Geschlecht";"246204"
"120";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"männlich";"Geschlecht";"121264"
"121";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"weiblich";"Geschlecht";"124940"
"122";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Geschlecht";"616093"
"123";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14713";"Leipzig, kreisfreie Stadt";"männlich";"Geschlecht";"302741"
"124";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14713";"Leipzig, kreisfreie Stadt";"weiblich";"Geschlecht";"313352"
"125";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14729";"Leipzig, Landkreis";"Insgesamt";"Geschlecht";"260429"
"126";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14729";"Leipzig, Landkreis";"männlich";"Geschlecht";"127570"
"127";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14729";"Leipzig, Landkreis";"weiblich";"Geschlecht";"132859"
"128";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Geschlecht";"199824"
"129";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14730";"Nordsachsen, Landkreis";"männlich";"Geschlecht";"99026"
"130";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14730";"Nordsachsen, Landkreis";"weiblich";"Geschlecht";"100798"
"131";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Geschlecht";"243105"
"132";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14511";"Chemnitz, kreisfreie Stadt";"männlich";"Geschlecht";"120364"
"133";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14511";"Chemnitz, kreisfreie Stadt";"weiblich";"Geschlecht";"122741"
"134";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14521";"Erzgebirgskreis";"Insgesamt";"Geschlecht";"328695"
"135";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14521";"Erzgebirgskreis";"männlich";"Geschlecht";"160912"
"136";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14521";"Erzgebirgskreis";"weiblich";"Geschlecht";"167783"
"137";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Geschlecht";"299329"
"138";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14522";"Mittelsachsen, Landkreis";"männlich";"Geschlecht";"148921"
"139";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14522";"Mittelsachsen, Landkreis";"weiblich";"Geschlecht";"150408"
"140";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14523";"Vogtlandkreis";"Insgesamt";"Geschlecht";"221376"
"141";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14523";"Vogtlandkreis";"männlich";"Geschlecht";"108012"
"142";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14523";"Vogtlandkreis";"weiblich";"Geschlecht";"113364"
"143";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14524";"Zwickau, Landkreis";"Insgesamt";"Geschlecht";"309621"
"144";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14524";"Zwickau, Landkreis";"männlich";"Geschlecht";"151258"
"145";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14524";"Zwickau, Landkreis";"weiblich";"Geschlecht";"158363"
"146";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Geschlecht";"555351"
"147";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14612";"Dresden, kreisfreie Stadt";"männlich";"Geschlecht";"276419"
"148";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14612";"Dresden, kreisfreie Stadt";"weiblich";"Geschlecht";"278932"
"149";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14625";"Bautzen, Landkreis";"Insgesamt";"Geschlecht";"296290"
"150";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14625";"Bautzen, Landkreis";"männlich";"Geschlecht";"146508"
"151";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14625";"Bautzen, Landkreis";"weiblich";"Geschlecht";"149782"
"152";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14626";"Görlitz, Landkreis";"Insgesamt";"Geschlecht";"248273"
"153";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14626";"Görlitz, Landkreis";"männlich";"Geschlecht";"121718"
"154";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14626";"Görlitz, Landkreis";"weiblich";"Geschlecht";"126555"
"155";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14627";"Meißen, Landkreis";"Insgesamt";"Geschlecht";"239344"
"156";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14627";"Meißen, Landkreis";"männlich";"Geschlecht";"117560"
"157";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14627";"Meißen, Landkreis";"weiblich";"Geschlecht";"121784"
"158";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Geschlecht";"244009"
"159";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"männlich";"Geschlecht";"120525"
"160";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"weiblich";"Geschlecht";"123484"
"161";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Geschlecht";"601866"
"162";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14713";"Leipzig, kreisfreie Stadt";"männlich";"Geschlecht";"296110"
"163";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14713";"Leipzig, kreisfreie Stadt";"weiblich";"Geschlecht";"305756"
"164";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14729";"Leipzig, Landkreis";"Insgesamt";"Geschlecht";"258214"
"165";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14729";"Leipzig, Landkreis";"männlich";"Geschlecht";"126602"
"166";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14729";"Leipzig, Landkreis";"weiblich";"Geschlecht";"131612"
"167";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Geschlecht";"197529"
"168";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14730";"Nordsachsen, Landkreis";"männlich";"Geschlecht";"97975"
"169";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2021";"14730";"Nordsachsen, Landkreis";"weiblich";"Geschlecht";"99554"
"170";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2020";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Geschlecht";"244401"
"171";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2020";"14511";"Chemnitz, kreisfreie Stadt";"männlich";"Geschlecht";"120959"
"172";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2020";"14511";"Chemnitz, kreisfreie Stadt";"weiblich";"Geschlecht";"123442"
"173";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2020";"14521";"Erzgebirgskreis";"Insgesamt";"Geschlecht";"331917"
"174";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2020";"14521";"Erzgebirgskreis";"männlich";"Geschlecht";"162445"
